0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-2.000000000000000111e-01 -7.696200000000000818e-01 -2.030780000000000030e+00 7.712200000000000166e-01 8.445600000000000884e-01
-4.000000000000000222e-01 -7.600184000000000939e-01 -1.710040000000000004e+00 -9.239000000000001656e-01 6.934440000000000603e-01
-2.000000000000000111e-01 -1.013358399999999993e+00 -1.146380000000000177e+00 -1.409100000000000241e+00 3.162040000000000406e-01
0.000000000000000000e+00 -1.423938399999999938e+00 -3.786800000000001276e-01 -1.568188000000000137e+00 7.344400000000003703e-02
2.000000000000000111e-01 -2.077778400000000136e+00 -2.926800000000000512e+00 1.543271999999999977e+00 4.508000000000003671e-02
4.000000000000000222e-01 -2.861858400000000024e+00 -2.112340000000000551e+00 1.495916000000000023e+00 -3.779399999999999427e-01
2.000000000000000111e-01 -3.555198400000000092e+00 -1.297860000000000458e+00 6.382760000000000655e-01 -6.862999999999999101e-01
0.000000000000000000e+00 -3.531632399999999894e+00 -9.820800000000005081e-01 -9.677239999999998066e-01 -6.806937999999999045e-01
2.000000000000000111e-01 -3.241612399999999727e+00 -2.607400000000004159e-01 -1.778863999999999779e+00 -1.000013800000000064e+00
4.000000000000000222e-01 -4.176912399999999970e+00 -1.393460000000000365e+00 4.149360000000001936e-01 -1.066911799999999966e+00
2.000000000000000111e-01 -3.647332399999999808e+00 -3.420940000000000758e+00 6.811360000000001858e-01 2.722820000000014673e-02
4.000000000000000222e-01 -3.624148399999999715e+00 -2.776560000000000805e+00 -4.903999999999908432e-03 -5.419117999999998325e-01
6.000000000000000888e-01 -4.141748399999999997e+00 -2.003480000000000594e+00 -7.162399999999990996e-02 -7.978517999999998889e-01
8.000000000000000444e-01 -4.117496400000000278e+00 -1.958786000000000582e+00 -1.662779999999999259e-01 -6.038037999999998906e-01
1.000000000000000000e+00 -4.215658400000000583e+00 -1.389746000000000592e+00 -8.949979999999999603e-01 -1.223883799999999855e+00
1.199999999999999956e+00 -3.776798400000000555e+00 -4.796860000000005009e-01 -1.890198000000000045e+00 -1.768963799999999864e+00
1.399999999999999911e+00 -4.581158400000000519e+00 -2.140486000000000555e+00 6.208020000000000760e-01 -2.070943799999999779e+00
1.599999999999999867e+00 -4.559094400000000213e+00 -1.745666000000000606e+00 -5.255799999999999361e-02 -2.201461799999999691e+00
1.799999999999999822e+00 -4.498932400000000165e+00 -1.710904000000000647e+00 -4.033980000000000343e-01 -2.103619799999999707e+00
1.999999999999999778e+00 -4.378832400000000291e+00 -1.324364000000000541e+00 -1.061158000000000268e+00 -2.168449799999999872e+00
2.199999999999999734e+00 -4.167792400000000619e+00 -1.087224000000000412e+00 -1.589378000000000402e+00 -2.146383799999999731e+00
1.999999999999999778e+00 -4.178188200000001018e+00 -2.497644000000000641e+00 -1.178558000000000439e+00 -1.516223799999999677e+00
1.799999999999999822e+00 -4.406828200000001416e+00 -1.749384000000000494e+00 -2.294098000000000415e+00 -1.389067799999999631e+00
1.599999999999999867e+00 -3.877248200000001255e+00 -3.776864000000000665e+00 -2.027898000000000422e+00 -2.949277999999995181e-01
1.799999999999999822e+00 -3.683832200000001222e+00 -3.008344000000000573e+00 -3.014178000000000246e+00 -1.121387799999999491e+00
1.599999999999999867e+00 -3.749680200000001129e+00 -2.117304000000000741e+00 -3.928538000000000086e+00 -9.236277999999994437e-01
1.799999999999999822e+00 -4.091760200000001291e+00 -3.072904000000000746e+00 -2.686358000000000246e+00 -8.441477999999994486e-01
1.999999999999999778e+00 -3.979882200000001369e+00 -3.134984000000000659e+00 -2.649744000000000099e+00 -7.548417999999994521e-01
1.799999999999999822e+00 -4.083782200000001694e+00 -2.482324000000000641e+00 -3.267644000000000215e+00 -5.578617999999994082e-01
1.999999999999999778e+00 -4.712242200000002157e+00 -5.089624000000000592e+00 -1.321840000000000792e-01 -6.901917999999993558e-01
1.799999999999999822e+00 -5.057382200000001937e+00 -4.195684000000000857e+00 -1.776564000000000032e+00 -3.287317999999993523e-01
1.999999999999999778e+00 -6.465802200000002387e+00 -2.355684000000000999e+00 -1.724698000000000064e+00 -1.265371799999999602e+00
2.199999999999999734e+00 -6.129822200000002219e+00 -1.514324000000000892e+00 -2.632658000000000165e+00 -1.743991799999999648e+00
2.399999999999999911e+00 -5.859462200000002063e+00 -1.302424000000000914e+00 -3.101398000000000099e+00 -1.663995799999999692e+00
2.600000000000000089e+00 -6.560662200000002109e+00 -3.815764000000001488e+00 -6.927799999999972869e-02 -1.814427799999999813e+00
2.800000000000000266e+00 -6.214042200000002403e+00 -3.024884000000001461e+00 -1.017517999999999923e+00 -2.314767799999999820e+00
2.600000000000000089e+00 -6.578362200000002602e+00 -1.729924000000001350e+00 -2.627797999999999856e+00 -2.231057799999999869e+00
2.399999999999999911e+00 -6.420982200000002749e+00 -3.643184000000001532e+00 -1.870457999999999732e+00 -7.303777999999998549e-01
2.600000000000000089e+00 -6.119442200000002607e+00 -3.251264000000001708e+00 -2.482137999999999955e+00 -7.548637999999998627e-01
2.800000000000000266e+00 -5.917102200000002199e+00 -3.070824000000001774e+00 -2.952258000000000049e+00 -6.694357999999998032e-01
3.000000000000000444e+00 -5.438762200000001990e+00 -2.159524000000001998e+00 -3.950018000000000029e+00 -1.249175799999999725e+00
3.200000000000000622e+00 -6.159822200000002468e+00 -3.354324000000001860e+00 -1.931697999999999915e+00 -1.414867799999999676e+00
3.000000000000000444e+00 -6.127606200000002445e+00 -2.061844000000001564e+00 -3.603158000000000083e+00 -1.110547799999999530e+00
3.200000000000000622e+00 -6.866826200000001990e+00 -4.797424000000001243e+00 -8.725799999999983569e-02 -1.634167799999999726e+00
3.400000000000000799e+00 -6.687802200000001918e+00 -3.842664000000001412e+00 -1.055877999999999872e+00 -2.752347799999999900e+00
3.200000000000000622e+00 -6.791696200000002293e+00 -3.190004000000001394e+00 -1.673777999999999988e+00 -2.555363799999999852e+00
3.000000000000000444e+00 -6.857536200000001969e+00 -2.298964000000001562e+00 -2.588137999999999828e+00 -2.357603799999999694e+00
3.200000000000000622e+00 -6.451336200000001853e+00 -1.928564000000001499e+00 -3.190557999999999783e+00 -2.357003199999999854e+00
